,M10,M11,M12,M12m,M12o,M12t,M13m,M13o,M13t,M3,M3m,M3o,M3t,M4,M4m,M4o,M4perSec,M4t,M5,M5m,M5o,M5t,M6,M6m,M6o,M6t,M7,M8,M9,V10t,country,experimentNumber,orderNumber,training,type,userId
78,0,60.53,48.84,0.0,1.99,46.85,0.0,0.0407452907453,0.959254709255,0.22301369863,0.0,0.165833333333,0.226328502415,219,0,12,3.618040641,207,170.656081561,0.0,584.345002357,157.373315315,0.053623853211,0.0,0.06,0.0528571428571,0,0.0,,8,4,81,4,False,n,9FH04
79,3,27.4,22.09,0.76,2.47,18.86,0.0344047080127,0.111815301041,0.853779990946,0.269390243902,0.152,0.274444444444,0.277352941176,82,5,9,2.99270072993,68,230.36844403,83.8619349678,34.1952877192,166.309028075,0.0655555555556,0.04,0.03,0.0628813559322,3,0.75,622.156018503,4,0,24,7,False,e,1MW2207
80,16,392.22,311.02,36.55,26.34,248.13,0.117516558421,0.0846890875185,0.797794354061,0.20707057257,0.237337662338,0.214146341463,0.202555102041,1502,154,123,3.82948345316,1225,142.244471562,93.1084109936,90.3435159625,126.561940376,0.0540972684877,0.041619047619,0.0545714285714,0.0486433447099,56,2.8,513.467593908,9,4,25,7,False,e,1MW2207
81,7,122.3,96.96,6.39,7.07,83.5,0.0659034653465,0.0729166666667,0.861179867987,0.205423728814,0.3195,0.191081081081,0.201204819277,472,20,37,3.85936222404,415,175.038774859,91.0863370108,209.708035686,147.919091284,0.0538004246285,0.0422222222222,0.0635294117647,0.0521374045802,13,3.25,688.718568403,4,0,20,7,False,c,1MW2207
82,20,417.74,327.08,41.17,37.73,248.18,0.12587134646,0.115354041825,0.758774611716,0.205065830721,0.276308724832,0.234347826087,0.19313618677,1595,149,161,3.81816440848,1285,143.810811278,60.2996199561,82.509760062,125.818704136,0.0568757841907,0.0418085106383,0.0432,0.0544298605414,62,3.1,558.659988506,12,1,21,7,False,c,1MW2207
83,8,140.4,110.91,7.07,15.61,88.23,0.0637453791362,0.140744747994,0.79550987287,0.195608465608,0.202,0.192716049383,0.195631929047,567,35,81,4.03846153846,451,151.397938118,114.066404511,216.28322598,131.531604877,0.0521024734982,0.063125,0.0557142857143,0.0497136038186,22,5.5,352.925467717,4,0,18,7,False,s,1MW2207
84,17,351.41,272.51,15.92,35.95,220.64,0.0584198745,0.131921764339,0.809658361161,0.196332853026,0.241212121212,0.22898089172,0.18939055794,1388,66,157,3.94980222532,1165,138.947443652,108.856206677,115.366276857,127.075072079,0.0568853640952,0.0406060606061,0.0487735849057,0.0514145031334,38,1.9,382.212455562,10,2,19,7,False,s,1MW2207
85,0,18.32,14.73,0.0,0.95,13.78,0.0,0.0644942294637,0.935505770536,0.21347826087,0.0,0.19,0.2153125,69,0,5,3.76637554585,64,169.75735832,0.0,0.0,158.624394828,0.0527941176471,0.0,0.0,0.0506779661017,0,0.0,,4,0,22,7,False,n,1MW2207
86,0,306.73,244.47,0.0,16.33,228.14,0.0,0.0667975620731,0.933202437927,0.201874483898,0.0,0.267704918033,0.198382608696,1211,0,61,3.94809767548,1150,123.945419726,0.0,67.6956112497,124.01157388,0.0514545454545,0.0,0.0454838709677,0.0514017857143,0,0.0,,12,3,23,7,False,n,1MW2207
87,2,82.188,60.96,0.456,8.352,52.152,0.00748031496063,0.137007874016,0.855511811024,0.180355029586,0.152,0.238628571429,0.17384,338,3,35,4.11252250937,300,148.413422903,0.0,93.7351141624,145.230249899,0.0629910979228,0.0,0.048,0.0600845070423,3,0.75,470.99904435,4,0,92,6,False,e,12FRH06
88,4,242.508,176.112,2.712,10.968,162.432,0.01539929136,0.0622785500136,0.922322158626,0.181933884298,0.193714285714,0.199418181818,0.180680756396,968,14,55,3.99162089498,899,126.998832634,83.9714332518,113.534883299,122.653393976,0.0686618407446,0.039,0.0487741935484,0.0668904109589,7,0.35,441.337558566,11,1,93,6,False,e,12FRH06
89,8,74.52,55.26,9.996,10.896,34.368,0.180890336591,0.197176981542,0.621932681868,0.206966292135,0.294,0.231829787234,0.184774193548,267,34,47,3.58293075684,186,168.797049459,83.1698886359,151.498522955,127.181986301,0.0724060150376,0.0544615384615,0.05475,0.068101910828,22,5.5,458.457522548,4,0,98,6,False,c,12FRH06
90,18,401.148,268.176,19.188,33.9,215.088,0.071550026848,0.126409522105,0.802040451047,0.167505309182,0.252473684211,0.198245614035,0.158853766617,1601,76,171,3.99104569884,1354,141.179985527,57.4974828014,87.0737664461,132.838565239,0.0831075,0.0651063829787,0.0977475728155,0.0745575289575,33,1.65,481.413888061,11,2,99,6,False,c,12FRH06
91,7,43.284,33.12,10.992,4.344,17.784,0.331884057971,0.13115942029,0.536956521739,0.188181818182,0.261714285714,0.140129032258,0.172660194175,176,42,31,4.066167637,103,130.200653688,84.1676534197,106.752256612,125.686178727,0.05808,0.048,0.0497142857143,0.056967032967,16,4.0,312.884731541,4,0,96,6,False,s,12FRH06
92,17,431.34,300.264,46.416,35.364,218.484,0.15458396611,0.117776356806,0.727639677084,0.182420413123,0.265234285714,0.187111111111,0.170424336973,1646,175,189,3.81601520842,1282,127.694195707,77.7314894312,111.505258582,123.583882953,0.0796814589666,0.0783673469388,0.121818181818,0.0673457489879,35,1.75,334.138222074,13,3,97,6,False,s,12FRH06
93,0,30.912,22.356,0.0,1.824,20.532,0.0,0.081588835212,0.918411164788,0.163182481752,0.0,0.152,0.164256,137,0,12,4.43193581781,125,113.979736136,0.0,64.4380857716,115.301729475,0.0629117647059,0.0,0.088,0.0583728813559,0,0.0,,4,0,94,6,False,n,12FRH06
94,0,362.508,248.016,0.0,10.5,237.516,0.0,0.042335978324,0.957664021676,0.169990404387,0.0,0.1875,0.169291518175,1459,0,56,4.02473876439,1403,120.296675366,0.0,138.087712055,119.732831802,0.0785267489712,0.0,0.0758709677419,0.0771764705882,0,0.0,,9,4,95,6,False,n,12FRH06
95,2,98.484,72.252,0.624,3.732,67.896,0.00863643912971,0.0516525494104,0.93971101146,0.347365384615,0.312,0.266571428571,0.353625,208,2,14,2.11201819585,192,160.9166773,0.0,76.3238844178,143.566521382,0.126724637681,0.0,0.0408,0.1356,2,0.5,417.11844786,4,0,86,9,False,e,6MDH09
96,13,369.252,301.824,24.492,34.356,242.976,0.0811466284987,0.113827926209,0.805025445293,0.285547776727,0.422275862069,0.277064516129,0.277686857143,1057,58,124,2.86254373707,875,142.698461373,75.0547159499,101.822375885,133.185460326,0.0638522727273,0.0421538461538,0.05055,0.0626376811594,20,1.0,492.920457041,12,3,87,9,False,e,6MDH09
97,4,24.24,21.084,2.124,2.556,16.404,0.100739897553,0.121229368241,0.778030734206,0.405461538462,0.354,0.2556,0.455666666667,52,6,10,2.14521452145,36,257.793694137,231.73037949,258.604846235,184.893751759,0.0618823529412,0.048,0.06,0.05568,5,1.25,390.05483518,4,0,90,9,False,c,6MDH09
98,13,255.504,193.824,10.116,20.292,163.416,0.052191679049,0.104692917286,0.843115403665,0.2296492891,0.259384615385,0.250518518519,0.225712707182,844,39,81,3.3032750955,724,149.722139177,93.8751339948,111.229717057,135.54547576,0.0731672597865,0.0530526315789,0.0614285714286,0.0663406113537,22,1.1,446.372835853,8,4,91,9,False,c,6MDH09
99,7,199.824,159.84,9.3,16.98,133.56,0.0581831831832,0.106231231231,0.835585585586,0.262463054187,0.3,0.217692307692,0.26712,609,31,78,3.04768196012,500,161.306974949,187.417045356,153.853328784,132.073874743,0.0657631578947,0.0571764705882,0.0953846153846,0.0558798283262,20,5.0,393.558533109,4,0,84,9,False,s,6MDH09
100,15,353.592,274.728,19.476,47.1,208.152,0.070891936752,0.171442299292,0.757665763956,0.242478375993,0.295090909091,0.241538461538,0.238706422018,1133,66,195,3.20425801489,872,145.968417118,104.543768503,132.662604083,127.060893234,0.069667844523,0.0426,0.0891290322581,0.0553366336634,29,1.45,371.330891495,11,2,85,9,False,s,6MDH09
101,0,12.9,10.836,0.0,1.068,9.768,0.0,0.0985603543743,0.901439645626,0.277846153846,0.0,0.2136,0.287294117647,39,0,5,3.02325581395,34,183.432896163,0.0,35.6327969612,160.350266022,0.0543157894737,0.0,0.036,0.0508965517241,0,0.0,,4,0,88,9,False,n,6MDH09
102,0,234.0,190.908,0.0,17.604,173.304,0.0,0.0922119554969,0.907788044503,0.238039900249,0.0,0.247943661972,0.237077975376,802,0,71,3.42735042735,731,136.289479564,0.0,104.418572494,136.89493533,0.053797752809,0.0,0.045,0.0539568345324,0,0.0,,12,1,89,9,False,n,6MDH09
103,1,53.904,42.9,0.384,1.74,40.776,0.00895104895105,0.0405594405594,0.95048951049,0.205263157895,0.384,0.248571428571,0.202865671642,209,1,7,3.87726328287,201,125.313357003,0.0,0.0,121.026217817,0.0529038461538,0.0,0.0,0.0519792746114,1,0.25,704.954864053,4,0,111,8,False,e,13MM08
104,3,284.544,211.788,2.76,15.144,193.884,0.0130318998244,0.0715054677319,0.915462632444,0.179938827528,0.212307692308,0.176093023256,0.17985528757,1177,13,86,4.13644287,1078,130.726052882,57.4158819211,199.103945899,119.701988199,0.0618673469388,0.0375,0.1245,0.0582456140351,6,0.3,542.298801725,8,4,112,8,False,e,13MM08
105,0,64.944,50.232,0.0,3.12,47.112,0.0,0.0621118012422,0.937888198758,0.188842105263,0.0,0.195,0.188448,266,0,16,4.09583641291,250,125.187986155,0.0,193.67206877,119.499011254,0.0555169811321,0.0,0.0495,0.0548713692946,0,0.0,,4,0,109,8,False,c,13MM08
106,3,245.424,190.416,1.284,13.08,176.052,0.00674313082934,0.0686917065793,0.924565162591,0.190225774226,0.321,0.189565217391,0.189711206897,1001,4,69,4.07865571419,928,105.705679902,39.0638453231,85.5010675578,101.864905147,0.055008,0.036,0.0485853658537,0.0546533333333,3,0.15,520.952354765,12,1,110,8,False,c,13MM08
107,8,144.228,107.508,5.1,16.74,85.668,0.0474383301708,0.155709342561,0.796852327269,0.208348837209,0.283333333333,0.2325,0.201098591549,516,18,72,3.57766869124,426,134.707951983,173.336398703,171.799021802,111.414043999,0.0713009708738,0.597,0.0621333333333,0.0563076923077,13,3.25,319.355428219,5,0,107,8,False,s,13MM08
108,13,281.088,188.46,7.296,22.188,158.976,0.0387137854187,0.117733205985,0.843553008596,0.179656816015,0.177951219512,0.15197260274,0.184426914153,1049,41,146,3.73192736794,862,113.980559646,82.4112237434,107.46470131,105.841852592,0.0883854961832,0.0568695652174,0.0674157303371,0.081842364532,19,0.95,307.834947698,11,2,108,8,False,s,13MM08
109,0,16.236,12.696,0.0,0.336,12.36,0.0,0.0264650283554,0.973534971645,0.195323076923,0.0,0.168,0.19619047619,65,0,2,4.0034491254,63,126.674892235,0.0,0.0,130.075071901,0.0553125,0.0,0.0,0.0566,0,0.0,,4,0,113,8,False,n,13MM08
110,0,248.784,191.916,0.0,21.36,170.556,0.0,0.111298693178,0.888701306822,0.187968658178,0.0,0.209411764706,0.185588683351,1021,0,102,4.10396166956,919,121.726238509,0.0,78.0681174756,118.030955465,0.0557529411765,0.0,0.048,0.0550465116279,0,0.0,,12,3,114,8,False,n,13MM08
111,15,445.092,350.136,16.224,37.164,296.748,0.0463362807595,0.106141613544,0.847522105696,0.195388392857,0.265967213115,0.213586206897,0.190589595376,1792,61,174,4.02613392287,1557,120.116556531,80.8579755849,72.8367776762,113.492177658,0.0530184254606,0.0455294117647,0.0437454545455,0.0529167221852,31,1.55,480.173619172,8,4,102,11,False,e,12JR11
112,4,35.724,28.14,1.536,4.788,21.816,0.0545842217484,0.170149253731,0.77526652452,0.198169014085,0.219428571429,0.19152,0.198327272727,142,7,25,3.97491882208,110,156.806636172,100.401042837,91.4740074866,148.841375709,0.0537872340426,0.042,0.04725,0.0540606060606,5,1.25,537.39575289,4,0,105,11,False,c,12JR11
113,15,443.532,334.02,23.64,21.288,289.092,0.0707742051374,0.0637327106161,0.865493084246,0.179484148307,0.278117647059,0.186736842105,0.173942238267,1861,85,114,4.19586410902,1662,130.629315597,72.6449500755,64.0892251319,121.305247319,0.0588774193548,0.0422307692308,0.0376901408451,0.0550352504638,37,1.85,492.279311185,13,3,106,11,False,c,12JR11
114,6,30.804,23.64,5.892,8.088,9.66,0.24923857868,0.342131979695,0.408629441624,0.183255813953,0.226615384615,0.172085106383,0.1725,129,26,47,4.18776782236,56,150.562951159,118.927444028,82.1016743499,141.50265872,0.05596875,0.054,0.0408,0.0500425531915,15,3.75,383.262621473,4,0,103,11,False,s,12JR11
115,19,434.52,334.572,29.94,43.392,261.24,0.0894874645816,0.129694056885,0.780818478534,0.182129559064,0.277222222222,0.186231759657,0.174625668449,1837,108,233,4.22765350272,1496,124.585423565,107.075435833,112.516463236,115.533947229,0.0544379084967,0.0413538461538,0.0608198757764,0.0530901467505,52,2.6,346.472111477,11,1,104,11,False,s,12JR11
116,0,190.764,145.836,0.0,6.504,139.332,0.0,0.0445980416358,0.955401958364,0.185541984733,0.0,0.2168,0.184301587302,786,0,30,4.12027426558,756,119.568504252,0.0,110.195302048,113.858273722,0.0572331210191,0.0,0.0494117647059,0.056539083558,0,0.0,,4,0,100,11,False,n,12JR11
117,0,421.2,331.272,0.0,13.716,317.556,0.0,0.0414040425994,0.958595957401,0.194865882353,0.0,0.1905,0.195058968059,1700,0,72,4.03608736942,1628,104.111965282,0.0,76.31174718,103.38604361,0.0529299587993,0.0,0.0401379310345,0.0532196969697,0,0.0,,11,2,101,11,False,n,12JR11
118,3,68.736,56.556,0.864,11.856,43.836,0.0152768936983,0.209632930193,0.775090176109,0.27998019802,0.144,0.304,0.279210191083,202,6,39,2.93878026071,157,161.110911774,50.550584352,223.347350127,122.742167423,0.0605970149254,0.032,0.073,0.048375,3,0.75,485.679327093,4,0,172,10,False,e,10F
119,10,551.364,428.412,14.256,45.18,368.976,0.0332763788129,0.105459230834,0.861264390353,0.264288710672,0.375157894737,0.240319148936,0.264498924731,1621,38,188,2.93998157297,1395,120.464477115,51.7125277078,70.5038910694,113.332321061,0.0758962962963,0.0473684210526,0.178918918919,0.0571075514874,19,0.95,499.578028617,13,3,173,10,False,e,10F
120,4,69.78,57.3,1.728,5.364,50.208,0.0301570680628,0.093612565445,0.876230366492,0.290862944162,0.216,0.2682,0.297088757396,197,8,20,2.82315849814,169,143.900028691,119.961096494,98.6336959748,126.145151828,0.0636734693878,0.039,0.058,0.0613421052632,4,1.0,407.71378594,4,0,174,10,False,c,10F
121,6,444.288,319.86,4.188,32.604,283.068,0.0130932282874,0.101932095292,0.884974676421,0.237284866469,0.1745,0.203775,0.24318556701,1348,24,160,3.03406799193,1164,109.982527543,51.5928231539,71.4777297337,101.29857141,0.0923741648107,0.0563076923077,0.260774193548,0.0542575342466,11,0.55,387.019514684,9,4,175,10,False,c,10F
122,8,99.936,58.776,8.94,16.908,32.928,0.152102899143,0.287668436096,0.560228664761,0.190831168831,0.190212765957,0.162576923077,0.209732484076,308,47,104,3.08197246238,157,154.608266674,87.0055046313,107.310343341,107.140003077,0.134071661238,0.048,0.116450704225,0.0851612903226,28,7.0,313.906691533,5,0,170,10,False,s,10F
123,15,339.192,263.34,11.664,51.168,200.508,0.0442925495557,0.194303941672,0.761403508772,0.252,0.248170212766,0.259736040609,0.250322097378,1045,47,197,3.08085096347,801,148.63684648,142.265654675,121.415231643,128.437219104,0.0726551724138,0.135652173913,0.0639669421488,0.0546557377049,31,1.55,508.533819091,12,2,171,10,False,s,10F
124,0,38.952,32.964,0.0,2.088,30.876,0.0,0.0633418274481,0.936658172552,0.284172413793,0.0,0.2088,0.291283018868,116,0,10,2.97802423496,106,136.543431314,0.0,80.7549205498,132.293212348,0.0520695652174,0.0,0.036,0.0499793814433,0,0.0,,4,0,176,10,False,n,10F
125,0,484.764,398.184,0.0,54.288,343.896,0.0,0.136338978964,0.863661021036,0.276133148405,0.0,0.270089552239,0.277112006446,1442,0,201,2.9746433316,1241,120.880736933,0.0,78.4661431779,116.021436351,0.0600832755031,0.0,0.0689433962264,0.0523912663755,0,0.0,,12,1,177,10,False,n,10F
126,3,37.56,30.876,0.576,2.52,27.78,0.0186552662262,0.0816167897396,0.899727944034,0.215916083916,0.144,0.229090909091,0.21703125,143,4,11,3.80724174654,128,140.024733179,51.5472335237,68.3536184451,113.894689351,0.0470704225352,0.036,0.0384,0.0447272727273,2,0.5,468.183623537,4,0,135,13,False,e,17MRW13
127,16,271.176,208.476,12.468,26.856,169.152,0.0598054452311,0.128820583664,0.811373971105,0.177426382979,0.239769230769,0.239785714286,0.1673115727,1175,52,112,4.3329793197,1011,126.902361184,112.661089076,83.9027231991,113.798337836,0.0534071550256,0.0429230769231,0.0549295774648,0.0510552147239,30,1.5,442.810197548,11,2,136,13,False,e,17MRW13
128,6,39.864,28.512,1.416,10.596,16.5,0.0496632996633,0.371632996633,0.578703703704,0.224503937008,0.177,0.252285714286,0.214285714286,127,8,42,3.18583182822,77,211.539667432,123.335768489,65.9447308756,135.951544006,0.0900952380952,0.06,0.044,0.0567857142857,7,1.75,438.344422698,4,0,133,13,False,c,17MRW13
129,21,299.58,218.364,27.288,22.416,168.66,0.124965653679,0.102654283673,0.772380062648,0.161154243542,0.245837837838,0.152489795918,0.153746581586,1355,111,147,4.52299886508,1097,132.416045116,60.1149716612,73.2484437855,115.613852058,0.0599822747415,0.042,0.0532857142857,0.0570461538462,42,2.1,463.568541448,12,1,134,13,False,c,17MRW13
130,4,16.056,12.78,1.32,2.64,8.82,0.103286384977,0.206572769953,0.69014084507,0.196615384615,0.264,0.165,0.200454545455,65,5,16,4.04833084205,44,170.442468151,225.117477472,168.874869928,135.426502828,0.0511875,0.042,0.072,0.0497142857143,4,1.0,250.434093339,4,0,137,13,False,s,17MRW13
131,19,332.076,248.448,25.44,25.128,197.88,0.102395672334,0.101139876352,0.796464451314,0.166408573342,0.217435897436,0.183416058394,0.159709443099,1493,117,137,4.49595875643,1239,132.126348311,85.5132771153,134.390456807,118.147365632,0.0560509383378,0.0732467532468,0.0695172413793,0.0509395973154,48,2.4,404.486643857,8,4,138,13,False,s,17MRW13
132,0,67.296,51.216,0.0,5.88,45.336,0.0,0.11480787254,0.88519212746,0.194,0.0,0.2352,0.189690376569,264,0,25,3.92296718973,239,134.367246665,0.0,119.87651608,118.344072561,0.0611406844106,0.0,0.109,0.0585066666667,0,0.0,,4,0,131,13,False,n,17MRW13
133,0,263.784,199.56,0.0,5.652,193.908,0.0,0.02832230908,0.97167769092,0.167275775356,0.0,0.144923076923,0.168031195841,1193,0,39,4.52263973554,1154,118.774986365,0.0,86.7824253795,114.697839402,0.0538791946309,0.0,0.0466666666667,0.0535138023152,0,0.0,,12,3,132,13,False,n,17MRW13
134,8,143.508,102.672,6.348,11.268,85.056,0.0618279569892,0.109747545582,0.828424497429,0.18236589698,0.181371428571,0.181741935484,0.18252360515,563,35,62,3.92312623686,466,150.858656399,44.9548397352,102.119803147,120.774387717,0.0726619217082,0.0589090909091,0.0411428571429,0.0642562929062,26,6.5,487.283647726,5,0,188,12,False,e,12F
135,12,311.232,245.352,10.608,41.064,193.68,0.0432358407512,0.167367700284,0.789396458965,0.209344709898,0.192872727273,0.219593582888,0.208258064516,1172,55,187,3.76567962163,930,122.417605138,93.7197547061,73.2129264429,102.57378335,0.0562596071734,0.0483428571429,0.0501509433962,0.0510949589683,24,1.2,596.7050148,7,4,189,12,False,e,12F
136,1,63.156,47.724,0.144,3.612,43.968,0.00301734976113,0.0756851898416,0.921297460397,0.190135458167,0.144,0.200666666667,0.189517241379,251,1,18,3.97428589524,232,137.799764493,0.0,86.5638615163,124.673604845,0.061728,0.0,0.036,0.059119266055,1,0.25,423.133548658,4,0,190,12,False,c,12F
137,9,213.576,120.324,7.44,11.724,101.16,0.0618330507629,0.0974369203151,0.840730028922,0.203593908629,0.256551724138,0.202137931034,0.200714285714,591,29,58,2.76716484998,504,133.171382468,90.6028479747,99.3687390598,111.933794312,0.158054237288,0.0712941176471,0.0413333333333,0.0619793814433,15,0.75,561.077662087,10,3,191,12,False,c,12F
138,4,15.648,12.132,1.14,3.384,7.608,0.0939663699308,0.278931750742,0.627101879327,0.205627118644,0.285,0.178105263158,0.211333333333,59,4,19,3.77044989775,36,182.179972567,0.0,239.93980087,145.092778422,0.0606206896552,0.0,0.06,0.0669230769231,4,1.0,302.09538696,5,0,192,12,False,s,12F
139,12,260.448,182.076,6.78,25.08,150.216,0.0372371976537,0.137744678047,0.8250181243,0.201858093126,0.218709677419,0.183065693431,0.204653950954,902,31,137,3.46326330016,734,132.235296363,99.2006149878,135.352000466,117.605403836,0.0869833518313,0.0403636363636,0.0612765957447,0.0926105563481,22,1.1,332.164571902,11,1,193,12,False,s,12F
140,0,137.088,106.32,0.0,5.628,100.692,0.0,0.052934537246,0.947065462754,0.185874125874,0.0,0.194068965517,0.185436464088,572,0,29,4.17250233427,543,129.78888021,0.0,102.846108754,125.301964403,0.05388441331,0.0,0.045,0.0525834932821,0,0.0,,5,0,186,12,False,n,12F
141,0,422.568,334.644,0.0,22.896,311.748,0.0,0.0684189765841,0.931581023416,0.192878386167,0.0,0.200842105263,0.192318322023,1735,0,114,4.10584805286,1621,127.122431783,0.0,133.075165268,121.0519078,0.0507058823529,0.0,0.0492244897959,0.0503691318328,0,0.0,,10,2,187,12,False,n,12F
142,0,24.096,20.232,0.0,1.944,18.288,0.0,0.0960854092527,0.903914590747,0.297529411765,0.0,0.216,0.309966101695,68,0,9,2.82204515272,59,170.46119351,0.0,101.460802621,157.776384396,0.057671641791,0.0,0.048,0.0566666666667,0,0.0,,4,0,153,15,False,e,MPS15
143,11,238.188,182.244,8.604,12.684,160.956,0.047211430829,0.069598999144,0.883189570027,0.18885388601,0.1912,0.183826086957,0.189137485311,965,45,69,4.05142156616,851,138.3066713,88.4691824548,90.0543062346,128.74563316,0.0580331950207,0.044,0.0970588235294,0.0561219512195,25,1.25,471.94126144,8,4,154,15,False,e,MPS15
144,4,30.144,25.62,4.656,4.128,16.836,0.181733021077,0.16112412178,0.657142857143,0.324303797468,0.388,0.258,0.330117647059,79,12,16,2.6207537155,51,222.553915794,115.062513615,118.132012589,152.909049653,0.058,0.036,0.096,0.0492972972973,11,2.75,434.76252961,4,0,147,15,False,c,MPS15
145,3,167.868,131.844,1.476,9.072,121.296,0.0111950486939,0.0688085919723,0.919996359334,0.180855967078,0.210857142857,0.252,0.176816326531,729,7,36,4.34269783401,686,140.949991825,45.6123735424,61.0790725912,138.067299472,0.0494835164835,0.032,0.0406153846154,0.0489244712991,4,0.2,481.832622957,12,3,148,15,False,c,MPS15
146,5,22.212,17.604,1.596,4.476,11.532,0.0906612133606,0.254260395365,0.655078391275,0.207105882353,0.1596,0.17904,0.23064,85,10,25,3.82676030974,50,172.140473878,183.148477028,174.197243928,117.950954968,0.0548571428571,0.03,0.0670588235294,0.0447804878049,9,2.25,315.634941531,4,0,149,15,False,s,MPS15
147,13,254.412,193.44,14.964,34.236,144.24,0.0773573200993,0.176985111663,0.745657568238,0.184228571429,0.2338125,0.223764705882,0.173157262905,1050,64,153,4.12716381303,833,138.126965995,112.541349537,128.809726475,132.00462705,0.05812392755,0.0439024390244,0.0783461538462,0.0505486725664,28,1.4,319.230985362,10,2,150,15,False,s,MPS15
148,0,10.428,8.496,0.0,0.264,8.232,0.0,0.0310734463277,0.968926553672,0.236,0.0,0.264,0.2352,36,0,1,3.45224395857,35,160.950200299,0.0,0.0,161.054763301,0.0552,0.0,0.0,0.0549090909091,0,0.0,,4,0,151,15,False,n,MPS15
149,0,223.872,174.768,0.0,9.048,165.72,0.0,0.0517714913485,0.948228508651,0.186121405751,0.0,0.201066666667,0.185369127517,939,0,45,4.19436106346,894,129.190525715,0.0,117.973850508,127.147164145,0.0523496801706,0.0,0.0468,0.0523496503497,0,0.0,,11,1,152,15,False,n,MPS15
150,2,87.46,66.37,0.67,4.15,61.55,0.0100949224047,0.0625282507157,0.92737682688,0.214096774194,0.1675,0.230555555556,0.213715277778,310,4,18,3.54447747542,288,135.48320497,98.0865894266,95.1188845777,123.804810807,0.0682524271845,0.04,0.038,0.0689377289377,3,0.75,683.684602285,4,0,32,14,False,e,2FQ2014
151,12,308.26,232.42,4.32,35.52,192.58,0.0185870407022,0.152826779107,0.828586180191,0.20334208224,0.205714285714,0.208941176471,0.202289915966,1143,21,170,3.70790890806,952,125.783729505,53.2588898014,132.886185908,103.703092643,0.0664098073555,0.0357142857143,0.0577272727273,0.0671364653244,14,0.7,542.332339782,10,2,33,14,False,e,2FQ2014
152,6,110.01,81.28,2.53,9.9,68.85,0.0311269685039,0.121801181102,0.847071850394,0.189463869464,0.168666666667,0.18679245283,0.190720221607,429,15,53,3.89964548677,361,135.666642742,50.0876482851,74.3928146155,107.857566506,0.0671261682243,0.0375,0.0512903225806,0.0653372434018,11,2.75,397.896734053,4,0,28,14,False,c,2FQ2014
153,12,311.5,228.82,10.15,14.9,203.77,0.0443580106634,0.0651166856044,0.890525303732,0.198628472222,0.220652173913,0.196052631579,0.197834951456,1152,46,76,3.69823434992,1030,124.166719531,67.6832325159,101.249474025,103.621507078,0.0718331885317,0.0565217391304,0.0952941176471,0.0659406952965,24,1.2,503.235685914,12,1,29,14,False,c,2FQ2014
154,5,77.01,55.92,5.3,9.05,41.57,0.0947782546495,0.161838340486,0.743383404864,0.171009174312,0.212,0.174038461538,0.16628,327,25,52,4.24620179198,250,125.779586643,90.2098255126,104.825465458,101.602720672,0.0646932515337,0.0469230769231,0.0556666666667,0.0630769230769,13,3.25,403.81239533,4,0,30,14,False,s,2FQ2014
155,11,354.86,256.43,3.28,24.01,229.14,0.0127910150918,0.0936317903521,0.893577194556,0.20207249803,0.142608695652,0.201764705882,0.203318544809,1269,23,119,3.57605816378,1127,108.581951746,82.5708739984,170.569652291,91.2206865122,0.0776261829653,0.0411111111111,0.0729166666667,0.0759526066351,15,0.75,425.442067376,8,4,31,14,False,s,2FQ2014
156,0,35.34,25.22,0.0,1.77,23.45,0.0,0.0701823949247,0.929817605075,0.188208955224,0.0,0.160909090909,0.190650406504,134,0,11,3.79173740804,123,140.936208077,0.0,76.2070439161,124.327569914,0.0760902255639,0.0,0.04,0.0704424778761,0,0.0,,4,0,26,14,False,n,2FQ2014
157,0,272.65,195.39,0.0,11.41,183.98,0.0,0.0583960284559,0.941603971544,0.186263107722,0.0,0.160704225352,0.188118609407,1049,0,71,3.84742343664,978,111.603577324,0.0,149.940705307,100.63671302,0.0737213740458,0.0,0.0725714285714,0.0736238044633,0,0.0,,13,3,27,14,False,n,2FQ2014
158,2,89.33,74.16,1.88,3.45,68.83,0.0253505933118,0.0465210355987,0.92812837109,0.265806451613,0.47,0.345,0.259735849057,279,4,10,3.12325086757,265,138.038733742,0.0,96.0581346653,124.011199557,0.0545683453237,0.0,0.035,0.0523622047244,4,1.0,437.167590605,5,0,66,17,False,e,5MS17
159,9,295.17,233.06,8.97,29.84,194.25,0.038487943019,0.128035698962,0.833476358019,0.215,0.345,0.248666666667,0.207089552239,1084,26,120,3.67245993834,938,141.678265935,63.9308278836,133.440636639,124.665145594,0.0573499538319,0.0754545454545,0.0674025974026,0.0491843575419,15,0.75,507.375389687,11,2,67,17,False,e,5MS17
160,4,12.25,10.44,3.4,5.44,1.6,0.325670498084,0.521072796935,0.153256704981,0.307058823529,0.309090909091,0.302222222222,0.32,34,11,18,2.77551020408,5,187.742825954,90.5805697213,72.0682643884,159.962045026,0.0548484848485,0.0425,0.0354545454545,0.06,7,1.75,494.20874993,3,0,64,17,False,c,5MS17
161,11,355.22,283.87,14.77,25.08,244.02,0.0520308591961,0.0883503011942,0.85961883961,0.216694656489,0.2954,0.245882352941,0.210725388601,1310,50,102,3.68785541355,1158,134.660708759,76.6607847675,80.8969208004,129.001929291,0.0545072574484,0.05,0.0470149253731,0.0527674624226,22,1.1,586.031264709,11,1,65,17,False,c,5MS17
