,M10,M11,M12,M12m,M12o,M12t,M13m,M13o,M13t,M3,M3m,M3o,M3t,M4,M4m,M4o,M4perSec,M4t,M5,M5m,M5o,M5t,M6,M6m,M6o,M6t,M7,M8,M9,V10t,country,experimentNumber,orderNumber,training,type,userId,M1,M18,M19,M2,M20,M21,M22,M23,M24,M25,M26,M29,M2country,M30,M30country,country,experimentNumber,orderNumber,training,type,userId,M14,M15,M15m,M15o,M15t,M16,M16m,M16o,M16t,M17,country,experimentNumber,orderNumber,training,type,userId
134,8,143.508,102.672,6.348,11.268,85.056,0.06182795698924731,0.10974754558204769,0.828424497428705,0.1823658969804618,0.18137142857142857,0.181741935483871,0.1825236051502146,563,35,62,3.9231262368648436,466,150.8586563987089,44.954839735220126,102.11980314748602,120.77438771718182,0.07266192170818506,0.05890909090909091,0.04114285714285714,0.06425629290617849,26,6.5,487.28364772588276,5,0,188,12,False,e,12F,0.5,10,2,0.375,8,15,13,2,15,4,5,4,,0.125,,0,188,12,False,e,12F,57077,0,0,0,0,141843,0,4006,137837,6830.747834605497,0,188,12,False,e,12F
135,12,311.232,245.352,10.608,41.064,193.68,0.04323584075124719,0.16736770028367406,0.7893964589650787,0.20934470989761092,0.19287272727272728,0.21959358288770053,0.20825806451612905,1172,55,187,3.765679621632737,930,122.41760513766103,93.71975470610528,73.21292644293918,102.5737833496191,0.0562596071733561,0.04834285714285714,0.050150943396226416,0.051094958968347017,24,1.2,596.7050147996275,7,4,189,12,False,e,12F,0.375,12,2,0.375,7,16,16,2,15,4,5,4,0.375,0.125,0.125,4,189,12,False,e,12F,41676,1,0,0,1,466692,650,95403,370639,17599.560078076334,4,189,12,False,e,12F
136,1,63.156,47.724,0.144,3.612,43.968,0.0030173497611264773,0.07568518984158915,0.9212974603972846,0.19013545816733066,0.144,0.20066666666666666,0.18951724137931036,251,1,18,3.9742858952435243,232,137.79976449315055,0.0,86.56386151632687,124.6736048447654,0.061728,0.0,0.036,0.059119266055045874,1,0.25,423.1335486581039,4,0,190,12,False,c,12F,0.5,6,2,0.375,4,17,17,2,13,5,13,2,,0.5,,0,190,12,False,c,12F,28764,0,0,0,0,62342,1475,4318,56549,4726.464207739976,0,190,12,False,c,12F
137,9,213.576,120.324,7.44,11.724,101.16,0.061833050762940066,0.0974369203151491,0.8407300289219108,0.20359390862944163,0.25655172413793104,0.20213793103448277,0.2007142857142857,591,29,58,2.767164849983144,504,133.17138246823004,90.60284797468533,99.36873905977387,111.93379431202278,0.15805423728813559,0.07129411764705883,0.04133333333333333,0.06197938144329897,15,0.75,561.0776620865809,10,3,191,12,False,c,12F,0.25,11,11,0.375,11,11,11,11,13,5,13,2,0.375,0.5,0.5,3,191,12,False,c,12F,57493,4,0,0,4,240934,184,146282,94468,10765.007653477425,3,191,12,False,c,12F
138,4,15.648,12.132,1.14,3.384,7.608,0.09396636993076161,0.27893175074183973,0.6271018793273986,0.2056271186440678,0.285,0.17810526315789474,0.21133333333333332,59,4,19,3.7704498977505114,36,182.17997256680167,0.0,239.93980086985238,145.09277842244842,0.060620689655172415,0.0,0.06,0.06692307692307692,4,1.0,302.09538696043893,5,0,192,12,False,s,12F,0.5,4,2,0.25,3,16,16,1,6,15,7,3,,0.25,,0,192,12,False,s,12F,8545,0,0,0,0,16168,4458,7619,4091,5817.047044032711,0,192,12,False,s,12F
139,12,260.448,182.076,6.78,25.08,150.216,0.03723719765372702,0.13774467804653,0.8250181242997431,0.2018580931263858,0.21870967741935485,0.18306569343065693,0.2046539509536785,902,31,137,3.463263300159725,734,132.23529636305105,99.20061498776667,135.35200046645988,117.60540383590049,0.08698335183129856,0.040363636363636365,0.06127659574468085,0.09261055634807418,22,1.1,332.1645719021214,11,1,193,12,False,s,12F,0.75,8,1,0.25,9,14,16,1,6,15,7,3,0.25,0.25,0.25,1,193,12,False,s,12F,109331,3,0,1,2,261474,21963,122678,116833,16197.14796772297,1,193,12,False,s,12F
140,0,137.088,106.32,0.0,5.628,100.692,0.0,0.052934537246049664,0.9470654627539503,0.18587412587412586,0.0,0.19406896551724137,0.18543646408839778,572,0,29,4.17250233426704,543,129.78888020962535,0.0,102.84610875442569,125.30196440308373,0.05388441330998249,0.0,0.045,0.052583493282149715,0,0.0,,5,0,186,12,False,n,12F,0.75,7,2,0.25,8,13,12,14,4,18,16,1,,0.375,,0,186,12,False,n,12F,54059,0,0,0,0,141542,0,118840,22702,3782.5217230131566,0,186,12,False,n,12F
141,0,422.568,334.644,0.0,22.896,311.748,0.0,0.06841897658407144,0.9315810234159285,0.19287838616714698,0.0,0.2008421052631579,0.19231832202344232,1735,0,114,4.105848052857765,1621,127.12243178267302,0.0,133.07516526841368,121.051907799929,0.05070588235294118,0.0,0.04922448979591837,0.050369131832797426,0,0.0,,10,2,187,12,False,n,12F,0.625,12,3,0.25,8,11,14,3,4,18,16,1,0.25,0.375,0.375,2,187,12,False,n,12F,149866,2,0,0,2,419927,0,81739,338188,14856.002137430802,2,187,12,False,n,12F
142,0,24.096,20.232,0.0,1.944,18.288,0.0,0.09608540925266904,0.903914590747331,0.2975294117647059,0.0,0.216,0.3099661016949153,68,0,9,2.8220451527224437,59,170.46119350985424,0.0,101.46080262083291,157.7763843960253,0.057671641791044774,0.0,0.048,0.05666666666666667,0,0.0,,4,0,153,15,False,e,MPS15,0.25,11,11,0.375,11,11,11,11,18,6,12,3,,0.25,,0,153,15,False,e,MPS15,5000,0,0,0,0,24429,0,3551,20878,2426.3706914662866,0,153,15,False,e,MPS15
143,11,238.188,182.244,8.604,12.684,160.956,0.04721143082899848,0.06959899914400473,0.8831895700269967,0.18885388601036268,0.19119999999999998,0.18382608695652172,0.18913748531139835,965,45,69,4.051421566157825,851,138.30667129971843,88.46918245479787,90.05430623461504,128.74563316030222,0.05803319502074689,0.044000000000000004,0.09705882352941175,0.056121951219512196,25,1.25,471.941261440328,8,4,154,15,False,e,MPS15,0.5,14,4,0.375,10,13,12,7,18,6,12,3,0.375,0.25,0.25,4,154,15,False,e,MPS15,10866,2,0,1,1,240363,0,72184,168179,6592.824178493552,4,154,15,False,e,MPS15
144,4,30.144,25.62,4.656,4.128,16.836,0.18173302107728334,0.1611241217798595,0.657142857142857,0.3243037974683544,0.38799999999999996,0.258,0.3301176470588235,79,12,16,2.6207537154989384,51,222.55391579421382,115.06251361463084,118.1320125891894,152.9090496530392,0.058,0.036,0.096,0.0492972972972973,11,2.75,434.76252961026313,4,0,147,15,False,c,MPS15,0.25,11,11,0.5,11,11,11,11,13,11,8,2,,0.5,,0,147,15,False,c,MPS15,1390,1,0,1,0,31678,0,2294,29384,3438.3000755915814,0,147,15,False,c,MPS15
145,3,167.868,131.844,1.476,9.072,121.296,0.011195048693910987,0.06880859197233094,0.9199963593337581,0.1808559670781893,0.21085714285714285,0.252,0.17681632653061224,729,7,36,4.342697834012439,686,140.94999182518427,45.61237354242662,61.079072591160056,138.06729947183013,0.04948351648351648,0.032,0.040615384615384616,0.04892447129909365,4,0.2,481.8326229569394,12,3,148,15,False,c,MPS15,0.625,13,3,0.5,14,11,12,14,13,11,8,2,0.5,0.5,0.5,3,148,15,False,c,MPS15,9674,1,0,1,0,169052,0,9858,159194,6380.860158561893,3,148,15,False,c,MPS15
146,5,22.212,17.604,1.596,4.476,11.532,0.09066121336059987,0.25426039536468986,0.6550783912747103,0.20710588235294117,0.15960000000000002,0.17904,0.23064,85,10,25,3.8267603097424816,50,172.1404738777952,183.14847702805628,174.19724392785113,117.95095496797802,0.054857142857142854,0.03,0.06705882352941175,0.044780487804878054,9,2.25,315.63494153078483,4,0,149,15,False,s,MPS15,0.25,11,11,0.375,11,11,11,11,5,3,15,1,,0.125,,0,149,15,False,s,MPS15,3531,1,0,0,1,22814,3281,8701,10832,5243.209446234294,0,149,15,False,s,MPS15
147,13,254.412,193.44,14.964,34.236,144.24,0.07735732009925558,0.176985111662531,0.7456575682382135,0.18422857142857144,0.2338125,0.22376470588235292,0.17315726290516206,1050,64,153,4.127163813027687,833,138.12696599506788,112.54134953692075,128.80972647516154,132.00462705021565,0.058123927550047666,0.04390243902439025,0.07834615384615384,0.05054867256637168,28,1.4,319.23098536247795,10,2,150,15,False,s,MPS15,0.625,9,1,0.375,8,14,10,7,5,3,15,1,0.375,0.125,0.125,2,150,15,False,s,MPS15,93082,1,0,0,1,-1474289123322,-1474289360722,81494,155906,11835.442646406858,2,150,15,False,s,MPS15
148,0,10.428,8.496,0.0,0.264,8.232,0.0,0.031073446327683614,0.9689265536723163,0.23600000000000002,0.0,0.264,0.2352,36,0,1,3.452243958573072,35,160.95020029922537,0.0,0.0,161.0547633008781,0.0552,0.0,0.0,0.05490909090909091,0,0.0,,4,0,151,15,False,n,MPS15,0.0,11,11,0.5,11,11,11,11,2,8,14,4,,0.375,,0,151,15,False,n,MPS15,481,1,0,0,1,12278,0,1291,10987,3039.3560001327187,0,151,15,False,n,MPS15
149,0,223.872,174.768,0.0,9.048,165.72,0.0,0.051771491348530624,0.9482285086514693,0.18612140575079872,0.0,0.20106666666666667,0.18536912751677853,939,0,45,4.194361063464837,894,129.1905257153853,0.0,117.97385050822125,127.14716414476338,0.052349680170575695,0.0,0.0468,0.05234965034965035,0,0.0,,11,1,152,15,False,n,MPS15,0.625,15,3,0.5,15,9,13,14,2,8,14,4,0.5,0.375,0.375,1,152,15,False,n,MPS15,8386,1,0,1,0,224281,0,25876,198405,7293.079854299785,1,152,15,False,n,MPS15
150,2,87.46,66.37,0.67,4.15,61.55,0.01009492240470092,0.0625282507156848,0.9273768268796142,0.2140967741935484,0.1675,0.23055555555555557,0.21371527777777777,310,4,18,3.544477475417334,288,135.4832049700378,98.08658942661808,95.11888457773877,123.80481080670867,0.06825242718446602,0.04,0.038,0.06893772893772894,3,0.75,683.6846022850611,4,0,32,14,False,e,2FQ2014,0.5,6,6,0.5,5,12,5,6,3,6,16,1,,0.5,,0,32,14,False,e,2FQ2014,1014,1,0,0,1,87560,0,895,86665,2303.671286837397,0,32,14,False,e,2FQ2014
151,12,308.26,232.42,4.32,35.52,192.58,0.018587040702177097,0.15282677910678946,0.8285861801910336,0.20334208223972003,0.20571428571428574,0.20894117647058824,0.20228991596638657,1143,21,170,3.707908908064621,952,125.78372950545678,53.25888980142646,132.88618590786078,103.70309264310951,0.06640980735551665,0.03571428571428571,0.057727272727272724,0.06713646532438479,14,0.7,542.3323397821546,10,2,33,14,False,e,2FQ2014,0.375,6,7,0.5,13,11,7,7,3,6,16,1,0.5,0.5,0.5,2,33,14,False,e,2FQ2014,5732,2,0,1,1,308875,1831,239589,67455,6513.935592039436,2,33,14,False,e,2FQ2014
152,6,110.01,81.28,2.53,9.9,68.85,0.031126968503937005,0.12180118110236221,0.8470718503937007,0.18946386946386948,0.16866666666666666,0.1867924528301887,0.19072022160664817,429,15,53,3.8996454867739296,361,135.6666427423404,50.08764828512897,74.39281461552565,107.85756650633198,0.06712616822429907,0.0375,0.05129032258064516,0.06533724340175953,11,2.75,397.89673405330007,4,0,28,14,False,c,2FQ2014,0.5,6,4,0.0,11,12,7,7,9,8,3,4,,0.125,,0,28,14,False,c,2FQ2014,2212,2,0,0,2,111817,0,1074,110743,5279.184040819647,0,28,14,False,c,2FQ2014
153,12,311.5,228.82,10.15,14.9,203.77,0.04435801066340355,0.06511668560440521,0.8905253037321913,0.1986284722222222,0.22065217391304348,0.19605263157894737,0.1978349514563107,1152,46,76,3.698234349919743,1030,124.16671953098151,67.68323251587671,101.24947402525311,103.62150707828604,0.07183318853171156,0.05652173913043478,0.09529411764705883,0.06594069529652351,24,1.2,503.2356859138597,12,1,29,14,False,c,2FQ2014,0.5,7,8,0.0,12,8,8,8,9,8,3,4,0.0,0.125,0.125,1,29,14,False,c,2FQ2014,8652,1,0,0,1,313905,0,6768,307137,7584.568916519799,1,29,14,False,c,2FQ2014
154,5,77.01,55.92,5.3,9.05,41.57,0.09477825464949928,0.16183834048640916,0.7433834048640915,0.1710091743119266,0.212,0.17403846153846156,0.16628,327,25,52,4.246201791975068,250,125.77958664256276,90.20982551264288,104.82546545833793,101.6027206715248,0.06469325153374234,0.04692307692307692,0.05566666666666666,0.06307692307692307,13,3.25,403.81239533020886,4,0,30,14,False,s,2FQ2014,0.5,6,6,0.5,8,3,6,7,6,9,13,2,,0.25,,0,30,14,False,s,2FQ2014,6115,1,0,1,0,79910,840,26013,53057,4797.769121427753,0,30,14,False,s,2FQ2014
155,11,354.86,256.43,3.28,24.01,229.14,0.012791015091837927,0.09363179035214289,0.8935771945560191,0.20207249802994484,0.1426086956521739,0.20176470588235296,0.20331854480922804,1269,23,119,3.5760581637829003,1127,108.58195174624647,82.57087399843873,170.5696522912765,91.22068651217282,0.07762618296529969,0.04111111111111111,0.07291666666666667,0.07595260663507108,15,0.75,425.4420673759272,8,4,31,14,False,s,2FQ2014,0.25,6,6,0.5,12,7,6,7,6,9,13,2,0.5,0.25,0.25,4,31,14,False,s,2FQ2014,10938,1,0,0,1,356839,4084,261505,91250,12207.28904433976,4,31,14,False,s,2FQ2014
156,0,35.34,25.22,0.0,1.77,23.45,0.0,0.07018239492466297,0.9298176050753371,0.1882089552238806,0.0,0.16090909090909092,0.19065040650406503,134,0,11,3.7917374080362194,123,140.93620807652613,0.0,76.20704391605508,124.32756991429153,0.07609022556390976,0.0,0.04,0.07044247787610619,0,0.0,,4,0,26,14,False,n,2FQ2014,0.75,2,11,0.125,11,13,2,5,12,11,3,3,,0.375,,0,26,14,False,n,2FQ2014,2424,1,0,0,1,-1466169202784,0,3025,-1466169205809,3176.764872101981,0,26,14,False,n,2FQ2014
157,0,272.65,195.39,0.0,11.41,183.98,0.0,0.0583960284559087,0.9416039715440914,0.18626310772163965,0.0,0.16070422535211268,0.18811860940695296,1049,0,71,3.8474234366403817,978,111.6035773238941,0.0,149.94070530723545,100.63671301971976,0.07372137404580154,0.0,0.07257142857142858,0.07362380446333688,0,0.0,,13,3,27,14,False,n,2FQ2014,0.125,6,7,0.125,12,11,8,9,12,11,3,3,0.125,0.375,0.375,3,27,14,False,n,2FQ2014,9424,1,0,0,1,273700,0,25367,248333,6540.588024249566,3,27,14,False,n,2FQ2014
158,2,89.33,74.16,1.88,3.45,68.83,0.02535059331175836,0.046521035598705504,0.9281283710895362,0.2658064516129032,0.47,0.34500000000000003,0.25973584905660374,279,4,10,3.1232508675696855,265,138.03873374200344,0.0,96.05813466526597,124.01119955674987,0.054568345323741003,0.0,0.035,0.05236220472440945,4,1.0,437.16759060457747,5,0,66,17,False,e,5MS17,0.5,1,3,0.75,1,1,4,1,17,1,7,4,,0.125,,0,66,17,False,e,5MS17,1967,1,0,0,1,90405,0,411,89994,4986.665466194726,0,66,17,False,e,5MS17
159,9,295.17,233.06,8.97,29.84,194.25,0.038487943018965076,0.12803569896164077,0.8334763580193941,0.215,0.34500000000000003,0.24866666666666667,0.20708955223880596,1084,26,120,3.672459938340617,938,141.67826593485617,63.930827883642046,133.4406366389771,124.66514559392752,0.05734995383194829,0.07545454545454545,0.06740259740259741,0.04918435754189945,15,0.75,507.37538968657583,11,2,67,17,False,e,5MS17,0.875,1,3,0.75,1,1,6,1,17,1,7,4,0.75,0.125,0.125,2,67,17,False,e,5MS17,6430,1,0,0,1,296110,0,95020,201090,6870.478092206399,2,67,17,False,e,5MS17
160,4,12.25,10.44,3.4,5.44,1.6,0.3256704980842912,0.521072796934866,0.15325670498084293,0.3070588235294118,0.3090909090909091,0.3022222222222222,0.32,34,11,18,2.7755102040816326,5,187.74282595364846,90.58056972131163,72.06826438839268,159.962045026227,0.05484848484848485,0.0425,0.035454545454545454,0.06,7,1.75,494.20874992994766,3,0,64,17,False,c,5MS17,0.5,1,3,0.625,1,1,1,1,11,11,16,2,,0.5,,0,64,17,False,c,5MS17,819,1,0,0,1,12551,0,1236,11315,3432.552310772854,0,64,17,False,c,5MS17
161,11,355.22,283.87,14.77,25.08,244.02,0.05203085919611089,0.08835030119420861,0.8596188396096806,0.21669465648854963,0.2954,0.24588235294117644,0.2107253886010363,1310,50,102,3.6878554135465342,1158,134.6607087592726,76.66078476749836,80.89692080040302,129.00192929050306,0.05450725744843391,0.05,0.04701492537313433,0.05276746242263484,22,1.1,586.031264708736,11,1,65,17,False,c,5MS17,0.875,1,4,0.625,1,1,5,1,11,11,16,2,0.625,0.5,0.5,1,65,17,False,c,5MS17,9544,3,0,1,2,355645,312,16675,338658,11325.010067316496,1,65,17,False,c,5MS17
162,7,91.96,75.53,11.52,13.66,50.35,0.15252217661856216,0.18085528928902422,0.6666225340924136,0.2569047619047619,0.28097560975609753,0.2577358490566038,0.25175000000000003,294,41,53,3.1970421922575034,200,138.87427752559012,110.65206902504703,138.2904917848753,108.69067548965347,0.05607508532423208,0.0437037037037037,0.04551724137931035,0.04860335195530726,19,4.75,383.41135728724964,4,0,62,17,False,s,5MS17,0.5,1,1,0.125,1,1,1,1,1,20,20,1,,0.25,,0,62,17,False,s,5MS17,4014,1,0,0,1,92391,1015,89268,2108,5755.878917185244,0,62,17,False,s,5MS17
163,18,307.52,238.54,20.45,28.06,190.03,0.08572985662781923,0.11763226293284144,0.7966378804393394,0.19649093904448106,0.24058823529411763,0.18832214765100672,0.19390816326530613,1214,85,149,3.9477107180020816,980,146.39260666266728,104.1511263514048,107.84924672041409,141.192957731607,0.05686727122835944,0.054615384615384614,0.07298969072164949,0.05114406779661017,39,1.95,414.75162808875,9,4,63,17,False,s,5MS17,0.5,2,3,0.125,1,1,2,1,1,20,20,1,0.125,0.25,0.25,4,63,17,False,s,5MS17,16709,3,0,1,2,307615,2323,292738,12554,11652.518684304217,4,63,17,False,s,5MS17
164,0,117.28,90.92,0.0,14.3,76.62,0.0,0.15728112626484822,0.8427188737351519,0.21443396226415096,0.0,0.23833333333333334,0.21049450549450552,424,0,60,3.6152796725784446,364,183.91852506478628,0.0,469.4846475191371,135.96935453033998,0.062316784869976355,0.0,0.1072340425531915,0.050028571428571436,0,0.0,,5,0,60,17,False,n,5MS17,0.5,11,6,0.25,1,1,11,11,1,20,20,3,,0.375,,0,60,17,False,n,5MS17,2394,4,0,2,2,122317,0,89287,33030,7162.406495046642,0,60,17,False,n,5MS17
165,0,242.82,191.07,0.0,18.71,172.36,0.0,0.09792222745590622,0.9020777725440939,0.19437436419125126,0.0,0.2033695652173913,0.19344556677890012,983,0,92,4.048266205419653,891,129.20081218043308,0.0,108.51600121514522,127.80675747308594,0.05269857433808554,0.0,0.05551020408163266,0.051120283018867924,0,0.0,,12,3,61,17,False,n,5MS17,0.875,1,5,0.25,1,1,1,6,1,20,20,3,0.25,0.375,0.375,3,61,17,False,n,5MS17,8598,3,0,1,2,-1467979179069,0,-1467979226399,47330,7053.74607675173,3,61,17,False,n,5MS17
166,0,86.06,67.58,0.0,0.72,66.86,0.0,0.010654039656703166,0.9893459603432968,0.1806951871657754,0.0,0.144,0.18119241192411925,374,0,5,4.345805252149663,369,131.98986767196027,0.0,83.13265875313299,130.71077040865111,0.049544235924932976,0.0,0.04,0.04956043956043956,0,0.0,,4,0,46,16,False,e,2FS2116,0.5,7,5,0.125,5,4,8,4,9,8,14,2,,0.375,,0,46,16,False,e,2FS2116,1348,1,0,0,1,88074,0,580,87494,1716.4741190181908,0,46,16,False,e,2FS2116
167,17,541.27,421.04,25.35,26.99,368.7,0.06020805624168725,0.06410317309519285,0.8756887706631198,0.1925194330132602,0.26968085106382983,0.19007042253521125,0.18898001025115324,2187,94,142,4.040497348827757,1951,118.9809262697497,64.55183887461641,72.87668547001775,111.66058841038705,0.055,0.036333333333333336,0.0398936170212766,0.048429621848739494,37,1.85,524.5276576339172,9,4,47,16,False,e,2FS2116,0.5,7,4,0.125,6,9,10,4,9,8,14,2,0.125,0.375,0.375,4,47,16,False,e,2FS2116,20729,1,0,0,1,541126,262,538940,1924,6432.24658856511,4,47,16,False,e,2FS2116
168,7,123.54,92.84,5.1,9.5,78.24,0.05493321844032744,0.10232658336923739,0.8427401981904351,0.17992248062015503,0.26842105263157895,0.19,0.17503355704697984,516,19,50,4.176784847013113,447,163.7204646061922,106.79835682898322,135.12564394711063,142.16673083047968,0.059611650485436894,0.043,0.0996153846153846,0.05052256532066508,12,3.0,520.9008819019014,5,0,42,16,False,c,2FS2116,0.5,7,4,0.5,9,6,7,3,11,8,11,4,,0.25,,0,42,16,False,c,2FS2116,3458,0,0,0,0,126194,0,9491,116703,13461.796826328931,0,42,16,False,c,2FS2116
169,14,357.43,270.97,16.3,13.04,241.63,0.060154260619256744,0.04812340849540539,0.8917223308853377,0.1782697368421053,0.2263888888888889,0.18628571428571428,0.17534833091436863,1520,72,70,4.2525809249363515,1378,137.60747128142918,67.9127457810151,78.51730284108916,125.54042268241282,0.05691902567478604,0.036382978723404256,0.04439024390243903,0.04928304705003734,27,1.35,556.7856825737534,13,3,43,16,False,c,2FS2116,0.75,7,6,0.5,7,9,9,5,11,8,11,4,0.5,0.25,0.25,3,43,16,False,c,2FS2116,9348,1,0,0,1,358100,0,337670,20430,7817.989405140693,3,43,16,False,c,2FS2116
170,6,114.17,88.88,3.19,8.41,77.28,0.035891089108910895,0.09462196219621963,0.8694869486948695,0.17393346379647748,0.21266666666666667,0.18688888888888888,0.17135254988913526,511,15,45,4.475781729000613,451,130.3067591635561,98.93659660872548,115.14624890186911,124.74546983368839,0.04958823529411765,0.038,0.0434375,0.049157175398633256,9,2.25,259.7356321950109,4,0,44,16,False,s,2FS2116,0.5,5,6,0.375,4,6,8,4,6,12,12,3,,0.5,,0,44,16,False,s,2FS2116,7439,1,0,0,1,-1466436297925,3810,109888,-1466436411623,4536.063778714473,0,44,16,False,s,2FS2116
171,18,528.73,418.06,19.7,45.72,352.64,0.04712242261876286,0.10936229249390039,0.8435152848873367,0.1920349104271934,0.20309278350515464,0.2208695652173913,0.18827549386011744,2177,97,207,4.117413424621262,1873,114.80406819397588,89.16159898102717,93.2621896187085,109.0877887756508,0.050859375,0.04245901639344262,0.05770700636942676,0.0486173108328797,41,2.05,355.4731745535195,10,2,45,16,False,s,2FS2116,1.0,8,6,0.375,6,9,9,5,6,12,12,3,0.375,0.5,0.5,2,45,16,False,s,2FS2116,20314,3,0,3,0,529421,0,528997,424,10250.935788310213,2,45,16,False,s,2FS2116
172,0,32.23,25.21,0.0,0.0,25.21,0.0,0.0,1.0,0.18136690647482015,0.0,0.0,0.18136690647482015,139,0,0,4.312752094322061,139,153.20980025233163,0.0,0.0,153.20980025233163,0.0508695652173913,0.0,0.0,0.0508695652173913,0,0.0,,4,0,48,16,False,n,2FS2116,0.5,4,3,0.5,3,4,4,3,7,13,12,1,,0.125,,0,48,16,False,n,2FS2116,2102,1,0,0,1,33584,0,30248,3336,3233.146791477905,0,48,16,False,n,2FS2116
173,0,467.17,375.45,0.0,20.59,354.86,0.0,0.05484085763750167,0.9451591423624984,0.19615987460815046,0.0,0.18718181818181817,0.19670731707317074,1914,0,110,4.0970096538733225,1804,109.29461768745193,0.0,92.14174789492971,108.34471146832448,0.04794563512807109,0.0,0.04183098591549296,0.04805555555555555,0,0.0,,11,1,49,16,False,n,2FS2116,0.625,7,6,0.5,5,8,10,5,7,13,12,1,0.5,0.125,0.125,1,49,16,False,n,2FS2116,10156,1,0,1,0,467667,0,466474,1193,7022.71388614196,1,49,16,False,n,2FS2116
174,5,71.34,55.884,4.068,4.536,47.28,0.0727936439768091,0.08116813399184024,0.8460382220313507,0.1887972972972973,0.17686956521739128,0.20618181818181816,0.18836653386454183,296,23,22,4.149144939725259,251,122.01859732461125,61.47974358830128,67.02667161295173,113.44289533020468,0.05239322033898305,0.04371428571428571,0.036,0.052066945606694566,10,2.5,403.50368348949735,4,0,143,19,False,e,18MDM19,0.5,1,1,0.625,1,19,1,1,17,2,12,4,,0.5,,0,143,19,False,e,18MDM19,2477,2,0,0,2,72360,0,6616,65744,2878.784410424882,0,143,19,False,e,18MDM19
175,18,423.648,324.624,21.552,20.592,282.48,0.06639065503474789,0.06343338754990388,0.8701759574153483,0.19106768687463216,0.21338613861386138,0.19426415094339622,0.18932975871313673,1699,101,106,4.010404864415741,1492,103.73334486225538,49.57935163508892,73.45658228965135,93.23559116955434,0.058318021201413425,0.044135593220338984,0.06375,0.05119228118538939,44,2.2,497.5680201475569,11,2,144,19,False,e,18MDM19,0.875,4,2,0.625,3,18,5,3,17,2,12,4,0.625,0.5,0.5,2,144,19,False,e,18MDM19,9578,2,0,0,2,423964,0,363702,60262,5977.043285383317,2,144,19,False,e,18MDM19
176,5,65.172,51.06,0.948,2.652,47.46,0.018566392479435957,0.05193889541715629,0.9294947121034077,0.1856727272727273,0.158,0.18942857142857145,0.18611764705882353,275,6,14,4.2196035107101215,255,118.13947386806993,111.29117877165486,127.77720380937144,105.84830840745724,0.051503649635036494,0.042,0.057,0.0488780487804878,5,1.25,320.5689979044652,4,0,145,19,False,c,18MDM19,0.5,2,2,0.375,1,19,2,1,5,5,16,1,,0.125,,0,145,19,False,c,18MDM19,1269,4,0,2,2,65977,0,5666,60311,4557.257245803327,0,145,19,False,c,18MDM19
177,20,483.132,367.392,58.248,35.832,273.312,0.15854455186830416,0.09753070290044422,0.7439247452312516,0.1998868335146899,0.25435807860262005,0.19906666666666667,0.19126102169349196,1838,229,180,3.804343326461505,1429,108.98434104655473,62.53206968823268,60.70394452802929,96.68634967263588,0.06300489929232445,0.05139884393063583,0.04076190476190476,0.05095601173020528,58,2.9,446.6640835699862,13,3,146,19,False,c,18MDM19,0.625,2,1,0.375,2,19,2,2,5,5,16,1,0.375,0.125,0.125,3,146,19,False,c,18MDM19,8706,3,0,1,2,483912,0,16391,467521,9675.02592985908,3,146,19,False,c,18MDM19
178,7,121.704,91.956,7.884,17.472,66.6,0.08573665666188177,0.19000391491582933,0.7242594284222889,0.16719272727272727,0.18771428571428572,0.17472000000000001,0.16323529411764703,550,42,100,4.5191612436731745,408,128.8392393349501,111.65381818085353,169.21882940918422,111.51256594627617,0.05418579234972678,0.05828571428571429,0.05858823529411765,0.05201044386422977,24,6.0,336.92420200307583,4,0,139,19,False,s,18MDM19,0.5,3,1,0.5,1,19,2,1,1,16,13,2,,0.25,,0,139,19,False,s,18MDM19,7074,1,1,0,0,-1474283500487,-1474283596807,95174,1146,5383.016130344523,0,139,19,False,s,18MDM19
179,16,428.34,310.932,19.908,29.64,261.384,0.06402686117864999,0.09532630928949094,0.8406468295318591,0.1805644599303136,0.23421176470588237,0.1785542168674699,0.17769136641740313,1722,85,166,4.020170892281833,1471,104.53250256905474,118.92376398184581,103.3729070463135,94.74537620370685,0.06822080185938408,0.047234042553191496,0.28055555555555556,0.05205052631578947,47,2.35,341.87015786727875,8,4,140,19,False,s,18MDM19,0.625,4,1,0.5,2,19,4,1,1,16,13,2,0.5,0.25,0.25,4,140,19,False,s,18MDM19,26126,2,0,1,1,429863,3776,422398,3689,11465.50543544854,4,140,19,False,s,18MDM19
180,0,62.028,46.2,0.0,1.032,45.168,0.0,0.022337662337662337,0.9776623376623376,0.16041666666666668,0.0,0.11466666666666667,0.16189247311827956,288,0,9,4.643064422518862,279,118.32004861565872,0.0,58.65916393507631,111.26756864523709,0.05514982578397212,0.0,0.042,0.0541549815498155,0,0.0,,4,0,141,19,False,n,18MDM19,0.5,1,1,0.5,1,19,1,1,1,19,8,3,,0.375,,0,141,19,False,n,18MDM19,2482,1,0,0,1,61013,0,51753,9260,3077.57199395171,0,141,19,False,n,18MDM19
