userId,type,country,orderNumber,experimentNumber,training, lineNumber,paragraphNumber,x,z,width,height
17MRW13,c,1,13,134,False,1,1,56,66,556.140625,25
17MRW13,c,1,13,134,False,2,1,56,103,559.5,25
17MRW13,c,1,13,134,False,3,1,56,136,507.171875,25
17MRW13,c,1,13,134,False,4,1,56,169,558.859375,25
17MRW13,c,1,13,134,False,5,1,56,202,110.921875,25
17MRW13,c,1,13,134,False,6,1,56,66,557.84375,25
17MRW13,c,1,13,134,False,7,1,56,235,547.84375,25
17MRW13,c,1,13,134,False,8,1,56,268,340.15625,25
17MRW13,c,1,13,134,False,9,1,56,66,0,0
17MRW13,c,1,13,134,False,10,2,56,368,556.109375,25
17MRW13,c,1,13,134,False,11,2,56,405,562.40625,25
17MRW13,c,1,13,134,False,12,2,56,438,157.625,25
17MRW13,c,1,13,134,False,13,2,56,368,562.265625,25
17MRW13,c,1,13,134,False,14,2,56,471,530.765625,25
17MRW13,c,1,13,134,False,15,2,56,504,550.078125,25
17MRW13,c,1,13,134,False,16,2,56,537,478.90625,25
17MRW13,c,1,13,134,False,17,2,56,570,549.28125,25
17MRW13,c,1,13,134,False,18,2,56,603,303.40625,25
17MRW13,c,1,13,134,False,19,2,56,368,561.671875,25
17MRW13,c,1,13,134,False,20,2,56,636,538.3125,25
17MRW13,c,1,13,134,False,21,2,56,669,545.984375,25
17MRW13,c,1,13,134,False,22,2,56,702,463.453125,25
17MRW13,c,1,13,134,False,23,2,56,735,330.515625,25
17MRW13,c,1,13,134,False,24,2,56,368,540.734375,25
17MRW13,c,1,13,134,False,25,2,56,768,562.265625,25
17MRW13,c,1,13,134,False,26,2,56,801,561.921875,25
17MRW13,c,1,13,134,False,27,2,56,834,498.546875,25
17MRW13,c,1,13,134,False,28,2,56,867,500.09375,25
17MRW13,c,1,13,134,False,29,2,56,900,171.34375,25
17MRW13,c,1,13,134,False,30,2,56,368,0,0
17MRW13,c,1,13,134,False,31,3,56,951,521.265625,25
17MRW13,c,1,13,134,False,32,3,56,988,399.515625,25
17MRW13,c,1,13,134,False,33,3,56,951,513.5,25
17MRW13,c,1,13,134,False,34,3,56,1021,450.8125,25
17MRW13,c,1,13,134,False,35,3,56,951,535.46875,25
17MRW13,c,1,13,134,False,36,3,56,1054,555.71875,25
17MRW13,c,1,13,134,False,37,3,56,1087,499.03125,25
17MRW13,c,1,13,134,False,38,3,56,1120,516.578125,25
17MRW13,c,1,13,134,False,39,3,56,1153,466.21875,25
17MRW13,c,1,13,134,False,40,3,56,1186,455.078125,25
17MRW13,c,1,13,134,False,41,3,56,951,0,0
17MRW13,c,1,13,134,False,42,4,56,1286,518.515625,25
17MRW13,c,1,13,134,False,43,4,56,1323,488.65625,25
17MRW13,c,1,13,134,False,44,4,56,1356,557.78125,25
17MRW13,c,1,13,134,False,45,4,56,1389,527.765625,25
17MRW13,c,1,13,134,False,46,4,56,1422,88.671875,25
17MRW13,c,1,13,134,False,47,4,56,1286,555.5,25
17MRW13,c,1,13,134,False,48,4,56,1455,568.953125,25
17MRW13,c,1,13,134,False,49,4,56,1488,550,25
17MRW13,c,1,13,134,False,50,4,56,1521,553.34375,25
17MRW13,c,1,13,134,False,51,4,56,1554,328.3125,25
17MRW13,c,1,13,134,False,52,4,56,1286,488.875,25
17MRW13,c,1,13,134,False,53,4,56,1587,462.125,25
17MRW13,c,1,13,134,False,54,4,56,1620,499.296875,25
17MRW13,c,1,13,134,False,55,4,56,1653,524.109375,25
17MRW13,c,1,13,134,False,56,4,56,1686,482.6875,25
17MRW13,c,1,13,134,False,57,4,56,1286,0,0
17MRW13,c,1,13,134,False,58,5,56,1737,546.234375,25
17MRW13,c,1,13,134,False,59,5,56,1774,509.9375,25
17MRW13,c,1,13,134,False,60,5,56,1807,473.0625,25
17MRW13,c,1,13,134,False,61,5,56,1840,565.171875,25
17MRW13,c,1,13,134,False,62,5,56,1873,189.453125,25
17MRW13,c,1,13,134,False,63,5,56,1737,510.640625,25
17MRW13,c,1,13,134,False,64,5,56,1906,542.4375,25
17MRW13,c,1,13,134,False,65,5,56,1939,505.9375,25
17MRW13,c,1,13,134,False,66,5,65.5,1972,152.96875,25
17MRW13,c,1,13,134,False,67,5,56,1737,535.6875,25
17MRW13,c,1,13,134,False,68,5,56,2005,539.453125,25
17MRW13,c,1,13,134,False,69,5,56,2038,411.625,25
17MRW13,c,1,13,134,False,70,5,56,1737,0,0
17MRW13,c,1,13,134,False,71,6,56,2138,549.328125,25
17MRW13,c,1,13,134,False,72,6,56,2175,562.59375,25
17MRW13,c,1,13,134,False,73,6,56,2208,562.796875,25
17MRW13,c,1,13,134,False,74,6,56,2241,462.140625,25
17MRW13,c,1,13,134,False,75,6,56,2138,556.890625,25
17MRW13,c,1,13,134,False,76,6,56,2274,562.90625,25
17MRW13,c,1,13,134,False,77,6,56,2307,566.09375,25
17MRW13,c,1,13,134,False,78,7,56,2358,517.734375,25
17MRW13,c,1,13,134,False,79,7,56,2395,522.421875,25
17MRW13,c,1,13,134,False,80,7,56,2428,530.375,25
17MRW13,c,1,13,134,False,81,7,56,2461,476.609375,25
17MRW13,c,1,13,134,False,82,7,56,2358,552.1875,25
17MRW13,c,1,13,134,False,83,7,75.375,2494,545.90625,25
17MRW13,c,1,13,134,False,84,7,56,2527,566.859375,25
17MRW13,c,1,13,134,False,85,7,56,2560,560.28125,25
17MRW13,c,1,13,134,False,86,7,56,2593,553.015625,25
17MRW13,c,1,13,134,False,87,7,56,2626,495.90625,25
