Ppt_ID,PT_distracting_e,PT_distracting_c,PT_distracting_s,PT_distracting_n,PT_ignorable_e,PT_ignorable_c,PT_ignorable_s,PT_ignorable_n,PT_useful_e,PT_useful_c,PT_useful_s,PT_useful_n,PT_pref_e,PT_pref_c,PT_pref_s,PT_pref_n,LQ_e,LQ_c,LQ_s,LQ_n,LQ_lao,LQ_van,LQ_sur,LQ_equ,QD2_e,QD2_c,QD2_s,QD2_n,QD2_lao,QD2_van,QD2_sur,QD2_equ
15FM24,19,14,4,10,11,12,16,5,9,9,19,9,4,3,1,2,2,1,3,4,3,4,2,1,2,4,4,6,4,6,2,4
