Ppt_ID,PT_distracting_e,PT_distracting_c,PT_distracting_s,PT_distracting_n,PT_ignorable_e,PT_ignorable_c,PT_ignorable_s,PT_ignorable_n,PT_useful_e,PT_useful_c,PT_useful_s,PT_useful_n,PT_pref_e,PT_pref_c,PT_pref_s,PT_pref_n,LQ_e,LQ_c,LQ_s,LQ_n,LQ_lao,LQ_van,LQ_sur,LQ_equ,QD2_e,QD2_c,QD2_s,QD2_n,QD2_lao,QD2_van,QD2_sur,QD2_equ
14JG23,18,14,1,7,14,12,14,11,6,12,19,4,3,2,1,3,4,3,1,2,1,2,4,3,1,3,7,6,7,6,1,3
