Ppt_ID,PT_distracting_e,PT_distracting_c,PT_distracting_s,PT_distracting_n,PT_ignorable_e,PT_ignorable_c,PT_ignorable_s,PT_ignorable_n,PT_useful_e,PT_useful_c,PT_useful_s,PT_useful_n,PT_pref_e,PT_pref_c,PT_pref_s,PT_pref_n,LQ_e,LQ_c,LQ_s,LQ_n,LQ_lao,LQ_van,LQ_sur,LQ_equ,QD2_e,QD2_c,QD2_s,QD2_n,QD2_lao,QD2_van,QD2_sur,QD2_equ
6MDH09,17,12,4,2,1,8,17,20,12,13,11,11,3,2,2,1,4,2,3,1,1,3,4,2,3,3,2,6,6,2,3,3
