userId,type,country,orderNumber,experimentNumber,training, lineNumber,paragraphNumber,x,z,width,height
21MDC20,e,2,20,162,False,1,1,56,66,506.484375,25
21MDC20,e,2,20,162,False,2,1,56,103,472.125,25
21MDC20,e,2,20,162,False,3,1,56,136,513.078125,25
21MDC20,e,2,20,162,False,4,1,56,169,199.234375,25
21MDC20,e,2,20,162,False,5,1,56,66,559.578125,25
21MDC20,e,2,20,162,False,6,1,56,202,483.046875,25
21MDC20,e,2,20,162,False,7,1,56,235,549.3125,25
21MDC20,e,2,20,162,False,8,1,56,268,509.453125,25
21MDC20,e,2,20,162,False,9,1,56,301,327.5,25
21MDC20,e,2,20,162,False,10,1,56,66,0,0
21MDC20,e,2,20,162,False,11,2,56,401,489.375,25
21MDC20,e,2,20,162,False,12,2,56,401,531.703125,25
21MDC20,e,2,20,162,False,13,2,56,438,481.65625,25
21MDC20,e,2,20,162,False,14,2,56,471,514.390625,25
21MDC20,e,2,20,162,False,15,2,56,504,522.34375,25
21MDC20,e,2,20,162,False,16,2,56,537,544.90625,25
21MDC20,e,2,20,162,False,17,2,56,570,549.515625,25
21MDC20,e,2,20,162,False,18,2,56,603,61.765625,25
21MDC20,e,2,20,162,False,19,2,56,401,547.203125,25
21MDC20,e,2,20,162,False,20,2,56,636,536.671875,25
21MDC20,e,2,20,162,False,21,2,56,669,54.421875,25
21MDC20,e,2,20,162,False,22,2,56,401,516.03125,25
21MDC20,e,2,20,162,False,23,2,56,702,518.40625,25
21MDC20,e,2,20,162,False,24,2,56,735,525.421875,25
21MDC20,e,2,20,162,False,25,2,56,768,566.65625,25
21MDC20,e,2,20,162,False,26,2,56,801,508.1875,25
21MDC20,e,2,20,162,False,27,2,56,834,410.859375,25
21MDC20,e,2,20,162,False,28,2,56,401,0,0
21MDC20,e,2,20,162,False,29,3,56,934,559.046875,25
21MDC20,e,2,20,162,False,30,3,56,971,544.625,25
21MDC20,e,2,20,162,False,31,3,56,1004,497.171875,25
21MDC20,e,2,20,162,False,32,3,56,1037,536.015625,25
21MDC20,e,2,20,162,False,33,3,56,1070,554.0625,25
21MDC20,e,2,20,162,False,34,3,56,1103,83.5625,25
21MDC20,e,2,20,162,False,35,3,56,934,532.421875,25
21MDC20,e,2,20,162,False,36,3,56,1136,508.890625,25
21MDC20,e,2,20,162,False,37,3,56,1169,563.765625,25
21MDC20,e,2,20,162,False,38,3,56,1202,472.171875,25
21MDC20,e,2,20,162,False,39,3,56,934,0,0
21MDC20,e,2,20,162,False,40,4,56,1253,542.59375,25
21MDC20,e,2,20,162,False,41,4,56,1290,517.34375,25
21MDC20,e,2,20,162,False,42,4,56,1323,473.015625,25
21MDC20,e,2,20,162,False,43,4,56,1253,551.953125,25
21MDC20,e,2,20,162,False,44,4,56,1356,480.46875,25
21MDC20,e,2,20,162,False,45,4,56,1389,533.296875,25
21MDC20,e,2,20,162,False,46,4,56,1422,502.484375,25
21MDC20,e,2,20,162,False,47,4,56,1455,516,25
21MDC20,e,2,20,162,False,48,4,56,1488,543.609375,25
21MDC20,e,2,20,162,False,49,4,56,1521,213.9375,25
21MDC20,e,2,20,162,False,50,4,56,1253,0,0
21MDC20,e,2,20,162,False,51,5,56,1621,525.578125,25
21MDC20,e,2,20,162,False,52,5,56,1658,563.5,25
21MDC20,e,2,20,162,False,53,5,56,1691,515.453125,25
21MDC20,e,2,20,162,False,54,5,56,1724,251.15625,25
21MDC20,e,2,20,162,False,55,5,56,1621,549,25
21MDC20,e,2,20,162,False,56,5,56,1757,491.546875,25
21MDC20,e,2,20,162,False,57,5,56,1790,520.359375,25
21MDC20,e,2,20,162,False,58,5,56,1823,543.546875,25
21MDC20,e,2,20,162,False,59,5,56,1856,546.734375,25
21MDC20,e,2,20,162,False,60,5,56,1889,530.0625,25
21MDC20,e,2,20,162,False,61,5,56,1621,548.734375,25
21MDC20,e,2,20,162,False,62,5,56,1955,546.4375,25
21MDC20,e,2,20,162,False,63,5,56,1988,566.265625,25
21MDC20,e,2,20,162,False,64,5,56,2021,539.203125,25
21MDC20,e,2,20,162,False,65,5,56,2054,560.59375,25
21MDC20,e,2,20,162,False,66,5,56,2087,524.3125,25
21MDC20,e,2,20,162,False,67,5,56,2120,166.46875,25
21MDC20,e,2,20,162,False,68,5,56,1621,0,0
21MDC20,e,2,20,162,False,69,6,56,2220,506.59375,25
21MDC20,e,2,20,162,False,70,6,56,2257,501.8125,25
21MDC20,e,2,20,162,False,71,6,68.296875,2290,532.890625,25
21MDC20,e,2,20,162,False,72,6,56,2323,555.171875,25
21MDC20,e,2,20,162,False,73,6,56,2356,554.15625,25
21MDC20,e,2,20,162,False,74,6,56,2389,531.53125,25
21MDC20,e,2,20,162,False,75,6,56,2422,455.125,25
21MDC20,e,2,20,162,False,76,6,56,2220,0,0
21MDC20,e,2,20,162,False,77,7,56,2473,508.453125,25
21MDC20,e,2,20,162,False,78,7,56,2510,568.140625,25
21MDC20,e,2,20,162,False,79,7,56,2543,509.375,25
21MDC20,e,2,20,162,False,80,7,68.296875,2576,530.28125,25
21MDC20,e,2,20,162,False,81,7,56,2609,316.921875,25
21MDC20,e,2,20,162,False,82,7,56,2473,548.75,25
21MDC20,e,2,20,162,False,83,7,56,2642,533.703125,25
21MDC20,e,2,20,162,False,84,7,56,2675,545.578125,25
21MDC20,e,2,20,162,False,85,7,56,2708,438.015625,25
21MDC20,e,2,20,162,False,86,7,56,2473,517,25
21MDC20,e,2,20,162,False,87,7,56,2741,538.3125,25
21MDC20,e,2,20,162,False,88,7,68.5625,2774,553.671875,25
21MDC20,e,2,20,162,False,89,7,56,2807,564.90625,25
21MDC20,e,2,20,162,False,90,7,56,2840,533.34375,25
21MDC20,e,2,20,162,False,91,7,56,2873,535.546875,25
21MDC20,e,2,20,162,False,92,7,56,2906,481.578125,25
21MDC20,e,2,20,162,False,93,7,56,2939,494.359375,25
21MDC20,e,2,20,162,False,94,7,56,2972,521.203125,25
21MDC20,e,2,20,162,False,95,7,56,3005,469.578125,25
21MDC20,e,2,20,162,False,96,7,56,2473,0,0
21MDC20,e,2,20,162,False,97,8,56,3105,529.828125,25
21MDC20,e,2,20,162,False,98,8,56,3142,536.703125,25
21MDC20,e,2,20,162,False,99,8,56,3175,59.078125,25
21MDC20,e,2,20,162,False,100,8,56,3105,525.6875,25
21MDC20,e,2,20,162,False,101,8,56,3208,546.421875,25
21MDC20,e,2,20,162,False,102,8,56,3241,546.859375,25
21MDC20,e,2,20,162,False,103,8,56,3274,552.265625,25
21MDC20,e,2,20,162,False,104,8,56,3307,524.09375,25
21MDC20,e,2,20,162,False,105,8,56,3340,554.28125,25
21MDC20,e,2,20,162,False,106,8,56,3373,568.359375,25
21MDC20,e,2,20,162,False,107,8,56,3406,554.984375,25
21MDC20,e,2,20,162,False,108,8,56,3439,504.234375,25
21MDC20,e,2,20,162,False,109,8,56,3472,497.890625,25
21MDC20,e,2,20,162,False,110,8,56,3505,516.078125,25
21MDC20,e,2,20,162,False,111,8,56,3538,448.890625,25
21MDC20,e,2,20,162,False,112,8,56,3105,510.5625,25
21MDC20,e,2,20,162,False,113,8,56,3571,507.34375,25
21MDC20,e,2,20,162,False,114,8,56,3604,530.296875,25
21MDC20,e,2,20,162,False,115,8,56,3637,521.515625,25
21MDC20,e,2,20,162,False,116,8,56,3105,563.84375,25
21MDC20,e,2,20,162,False,117,8,56,3670,517.984375,25
21MDC20,e,2,20,162,False,118,8,56,3703,519.96875,25
21MDC20,e,2,20,162,False,119,8,56,3736,557.21875,25
21MDC20,e,2,20,162,False,120,8,56,3769,490.9375,25
21MDC20,e,2,20,162,False,121,9,56,3820,522.734375,25
21MDC20,e,2,20,162,False,122,9,56,3857,536.53125,25
21MDC20,e,2,20,162,False,123,9,56,3890,464.28125,25
21MDC20,e,2,20,162,False,124,9,56,3923,192.484375,25
21MDC20,e,2,20,162,False,125,9,56,3820,561.46875,25
21MDC20,e,2,20,162,False,126,9,56,3956,549.984375,25
21MDC20,e,2,20,162,False,127,9,56,3989,553.046875,25
21MDC20,e,2,20,162,False,128,9,56,4022,554.71875,25
21MDC20,e,2,20,162,False,129,9,56,4055,561.875,25
21MDC20,e,2,20,162,False,130,9,56,4088,562.859375,25
21MDC20,e,2,20,162,False,131,9,56,4121,84.875,25
21MDC20,e,2,20,162,False,132,9,56,3820,0,0
21MDC20,e,2,20,162,False,133,10,56,4172,552.15625,25
21MDC20,e,2,20,162,False,134,10,56,4209,466.0625,25
21MDC20,e,2,20,162,False,135,10,56,4242,567.140625,25
21MDC20,e,2,20,162,False,136,10,56,4275,557.453125,25
21MDC20,e,2,20,162,False,137,10,56,4308,537.75,25
21MDC20,e,2,20,162,False,138,10,56,4341,467.609375,25
21MDC20,e,2,20,162,False,139,10,56,4374,562.84375,25
21MDC20,e,2,20,162,False,140,10,56,4407,204.15625,25
21MDC20,e,2,20,162,False,141,10,56,4172,0,0
21MDC20,e,2,20,162,False,

