userId,type,country,orderNumber,experimentNumber,training, timestamp,x,y,events(start fixation = 1 start saccade = 2),contentType,content
1MW2207,c,1,7,21,False,6917480,724,707,0,text,para_2
1MW2207,c,1,7,21,False,6917490,727,709,0,text,para_2
1MW2207,c,1,7,21,False,6917500,726,707,0,text,para_2
1MW2207,c,1,7,21,False,6917510,728,709,0,text,para_2
1MW2207,c,1,7,21,False,6917520,728,708,0,text,para_2
1MW2207,c,1,7,21,False,6917530,729,709,0,text,para_2
1MW2207,c,1,7,21,False,6917540,725,707,0,text,para_2
1MW2207,c,1,7,21,False,6917550,728,708,0,text,para_2
1MW2207,c,1,7,21,False,6917560,724,706,0,text,para_2
1MW2207,c,1,7,21,False,6917570,727,706,0,text,para_2
1MW2207,c,1,7,21,False,6917580,723,705,0,text,para_2
1MW2207,c,1,7,21,False,6917590,724,705,0,text,para_2
1MW2207,c,1,7,21,False,6917600,724,706,0,text,para_2
1MW2207,c,1,7,21,False,6917610,725,706,0,text,para_2
1MW2207,c,1,7,21,False,6917620,726,706,0,text,para_2
1MW2207,c,1,7,21,False,6917630,643,568,0,text,para_2
1MW2207,c,1,7,21,False,6917640,646,570,0,text,para_2
1MW2207,c,1,7,21,False,6917650,646,570,0,text,para_2
1MW2207,c,1,7,21,False,6917660,647,572,0,text,para_2
1MW2207,c,1,7,21,False,6917670,647,574,0,text,para_2
1MW2207,c,1,7,21,False,6917680,647,574,0,text,para_2
1MW2207,c,1,7,21,False,6917690,645,572,0,text,para_2
1MW2207,c,1,7,21,False,6917700,644,572,0,text,para_2
1MW2207,c,1,7,21,False,6917710,644,572,0,text,para_2
1MW2207,c,1,7,21,False,6917720,644,575,0,text,para_2
1MW2207,c,1,7,21,False,6917730,643,574,0,text,para_2
1MW2207,c,1,7,21,False,6917740,646,573,0,text,para_2
1MW2207,c,1,7,21,False,6917750,647,573,0,text,para_2
1MW2207,c,1,7,21,False,6917760,647,574,0,text,para_2
1MW2207,c,1,7,21,False,6917770,645,573,0,text,para_2
1MW2207,c,1,7,21,False,6917780,646,574,0,text,para_2
1MW2207,c,1,7,21,False,6917790,645,580,0,text,para_2
1MW2207,c,1,7,21,False,6917800,NaN,NaN,2,text,para_2
1MW2207,c,1,7,21,False,6917810,NaN,NaN,0,text,para_2
1MW2207,c,1,7,21,False,6917820,NaN,NaN,0,text,para_2
1MW2207,c,1,7,21,False,6917830,NaN,NaN,0,text,para_2
1MW2207,c,1,7,21,False,6917840,NaN,NaN,0,text,para_2
1MW2207,c,1,7,21,False,6917850,NaN,NaN,0,text,para_2
1MW2207,c,1,7,21,False,6917860,NaN,NaN,0,text,para_2
1MW2207,c,1,7,21,False,6917870,342,403,1,text,para_2
1MW2207,c,1,7,21,False,6917880,342,403,0,text,para_2
1MW2207,c,1,7,21,False,6917890,342,403,0,text,para_2
1MW2207,c,1,7,21,False,6917900,344,405,0,text,para_2
1MW2207,c,1,7,21,False,6917910,342,404,0,text,para_2
1MW2207,c,1,7,21,False,6917920,342,405,0,text,para_2
1MW2207,c,1,7,21,False,6917930,343,406,0,text,para_2
1MW2207,c,1,7,21,False,6917940,342,405,0,text,para_2
1MW2207,c,1,7,21,False,6917950,343,403,0,text,para_2
1MW2207,c,1,7,21,False,6917960,342,405,0,text,para_2
1MW2207,c,1,7,21,False,6917970,343,405,0,text,para_2
1MW2207,c,1,7,21,False,6917980,342,406,0,text,para_2
1MW2207,c,1,7,21,False,6917990,341,407,0,text,para_2
1MW2207,c,1,7,21,False,6918000,342,408,0,text,para_2
1MW2207,c,1,7,21,False,6918010,343,407,0,text,para_2
1MW2207,c,1,7,21,False,6918020,343,406,0,text,para_2
1MW2207,c,1,7,21,False,6918030,332,400,0,text,para_2
1MW2207,c,1,7,21,False,6918040,NaN,NaN,2,none,none
1MW2207,c,1,7,21,False,6918050,NaN,NaN,0,none,none
1MW2207,c,1,7,21,False,6918060,NaN,NaN,0,none,none
1MW2207,c,1,7,21,False,6918070,NaN,NaN,0,none,none
1MW2207,c,1,7,21,False,6918080,NaN,NaN,0,none,none
1MW2207,c,1,7,21,False,6918090,NaN,NaN,0,none,none
1MW2207,c,1,7,21,False,6918100,234,342,1,none,none
1MW2207,c,1,7,21,False,6918110,234,344,0,none,none
1MW2207,c,1,7,21,False,6918120,235,342,0,none,none
1MW2207,c,1,7,21,False,6918130,234,343,0,none,none
1MW2207,c,1,7,21,False,6918140,234,342,0,none,none
1MW2207,c,1,7,21,False,6918150,234,342,0,none,none
1MW2207,c,1,7,21,False,6918160,235,341,0,none,none
1MW2207,c,1,7,21,False,6918170,234,340,0,none,none
1MW2207,c,1,7,21,False,6918180,235,345,0,none,none
1MW2207,c,1,7,21,False,6918190,234,341,0,none,none
1MW2207,c,1,7,21,False,6918200,236,341,0,none,none
1MW2207,c,1,7,21,False,6918210,235,341,0,none,none
1MW2207,c,1,7,21,False,6918220,237,340,0,none,none
1MW2207,c,1,7,21,False,6918230,237,344,0,none,none
1MW2207,c,1,7,21,False,6918240,236,343,0,none,none
1MW2207,c,1,7,21,False,6918250,235,341,0,none,none
1MW2207,c,1,7,21,False,6918260,237,339,0,none,none
1MW2207,c,1,7,21,False,6918270,237,343,0,none,none
1MW2207,c,1,7,21,False,6918280,236,342,0,none,none
1MW2207,c,1,7,21,False,6918290,236,340,0,none,none
1MW2207,c,1,7,21,False,6918300,236,343,0,none,none
1MW2207,c,1,7,21,False,6918310,236,343,0,none,none
1MW2207,c,1,7,21,False,6918320,236,342,0,none,none
1MW2207,c,1,7,21,False,6918330,235,343,0,none,none
1MW2207,c,1,7,21,False,6918340,236,341,0,none,none
1MW2207,c,1,7,21,False,6918350,236,340,0,none,none
1MW2207,c,1,7,21,False,6918360,236,341,0,none,none
1MW2207,c,1,7,21,False,6918370,236,342,0,none,none
1MW2207,c,1,7,21,False,6918380,235,341,0,none,none
1MW2207,c,1,7,21,False,6918390,235,341,0,none,none
1MW2207,c,1,7,21,False,6918400,235,341,0,none,none
1MW2207,c,1,7,21,False,6918410,235,343,0,none,none
1MW2207,c,1,7,21,False,6918420,NaN,NaN,2,text,para_2
1MW2207,c,1,7,21,False,6918430,NaN,NaN,0,text,para_2
1MW2207,c,1,7,21,False,6918440,NaN,NaN,0,text,para_2
