Ppt_ID,PT_distracting_e,PT_distracting_c,PT_distracting_s,PT_distracting_n,PT_ignorable_e,PT_ignorable_c,PT_ignorable_s,PT_ignorable_n,PT_useful_e,PT_useful_c,PT_useful_s,PT_useful_n,PT_pref_e,PT_pref_c,PT_pref_s,PT_pref_n,LQ_e,LQ_c,LQ_s,LQ_n,LQ_lao,LQ_van,LQ_sur,LQ_equ,QD2_e,QD2_c,QD2_s,QD2_n,QD2_lao,QD2_van,QD2_sur,QD2_equ
22F,8,14,1,1,13,1,20,20,11,1,15,20,2,4,3,1,1,4,2,3,2,3,1,4,3,2,4,5,4,5,3,2
